19,4,0.21052631578947367,1,0,0,0,0,0,0,0
75,15,0.2,0,0,0,0,0,0,0,0
49,12,0.24489795918367346,1,0,0,0,0,0,0,0
77,15,0.19480519480519481,1,0,0,0,0,0,0,0
61,14,0.22950819672131148,0,0,0,0,0,0,0,0
38,6,0.15789473684210525,0,0,0,0,0,0,0,0
78,10,0.1282051282051282,0,0,0,0,0,0,0,0
64,12,0.1875,0,0,0,0,0,0,0,0
76,14,0.18421052631578946,0,0,0,0,0,0,0,0
10,3,0.3,0,0,0,0,0,0,0,0
56,13,0.23214285714285715,0,0,0,0,0,0,0,0
41,9,0.21951219512195122,0,0,0,0,0,0,0,0
22,8,0.36363636363636365,0,0,0,0,0,0,0,0
69,14,0.2028985507246377,1,0,0,0,0,1,0,0
20,3,0.15,0,0,0,0,0,0,0,0
10,3,0.3,0,0,0,0,0,0,0,0
58,14,0.2413793103448276,0,0,0,0,0,0,0,0
24,8,0.3333333333333333,0,0,0,0,0,0,0,0
82,14,0.17073170731707318,0,0,0,0,0,0,0,0
50,9,0.18,0,0,0,0,0,0,0,0
48,10,0.20833333333333334,0,0,0,0,0,0,0,0
26,5,0.19230769230769232,0,0,0,0,0,0,0,0
41,8,0.1951219512195122,1,0,0,0,0,0,0,0
40,9,0.225,0,0,0,0,0,0,0,0
38,10,0.2631578947368421,1,0,0,0,0,0,0,0
60,9,0.15,1,0,0,0,0,0,0,0
38,5,0.13157894736842105,0,0,0,0,0,0,0,0
73,15,0.2054794520547945,0,0,0,0,0,0,0,0
33,8,0.24242424242424243,1,0,0,0,0,0,0,0
63,10,0.15873015873015872,0,0,0,0,0,0,0,0
38,5,0.13157894736842105,0,0,0,0,0,0,0,0
18,5,0.2777777777777778,0,0,0,0,0,0,0,0
31,6,0.1935483870967742,1,0,0,0,0,0,0,0
64,14,0.21875,1,0,0,0,0,0,0,0
86,13,0.1511627906976744,2,0,0,0,0,0,0,0
36,8,0.2222222222222222,0,0,0,0,0,0,0,0
62,12,0.1935483870967742,0,0,0,0,0,2,0,0
49,9,0.1836734693877551,0,0,0,0,0,0,0,0
43,8,0.18604651162790697,0,0,0,0,0,0,0,0
50,11,0.22,0,1,0,0,0,0,0,0
48,10,0.20833333333333334,0,0,0,0,0,0,0,0
67,15,0.22388059701492538,0,0,0,0,0,3,0,0
60,12,0.2,0,0,0,0,0,0,0,0
54,7,0.12962962962962962,0,0,0,0,0,0,0,0
73,13,0.1780821917808219,0,0,1,0,0,0,0,0
15,5,0.3333333333333333,0,0,0,0,0,0,0,0
74,14,0.1891891891891892,1,0,0,0,0,0,0,0
24,5,0.20833333333333334,0,0,0,0,0,0,0,0
41,8,0.1951219512195122,0,0,0,0,0,0,0,0
56,12,0.21428571428571427,0,0,0,0,0,0,0,0
76,13,0.17105263157894737,2,0,0,0,0,0,0,0
50,10,0.2,0,0,0,0,0,0,0,0
27,8,0.2962962962962963,0,0,0,0,0,0,0,0
19,4,0.21052631578947367,0,0,0,0,0,0,0,0
