username,time,tweet
_wrightm,Sun Apr 26 03:27:03 IST 2015,Im jealous alcoholics pub crawl rn 
_wrightm,Wed Apr 22 16:17:21 IST 2015,RT  ThingsYouShouldntDo constantly talk past girlfriends Just theres I team theres ex relat…
_wrightm,Wed Apr 22 16:16:55 IST 2015,RT  ThingsYouShouldntDo Question loyalty faithfulness If I choose significant I want ONLY…
_wrightm,Mon Apr 20 05:40:25 IST 2015,RT  I much anger built up It definitely become problem
_wrightm,Sat Apr 18 02:22:15 IST 2015,RT  According Tinder usage app skyrocketed Coachellas first weekend up 300 compared weekend before
_wrightm,Sat Apr 18 02:19:05 IST 2015,RT  I think I heard heart break 
_wrightm,Wed Apr 15 02:10:30 IST 2015,RT  Dont think mold meI rockYour words cant control talk
_wrightm,Wed Apr 15 02:10:23 IST 2015,RT  fifty shades tired
_wrightm,Wed Apr 15 02:09:56 IST 2015,RT  effort everything
_wrightm,Wed Apr 15 02:09:52 IST 2015,RT  This broke heart  
_wrightm,Wed Apr 15 02:09:19 IST 2015,RT  first lemme hop out motherfuckin Porsche
_wrightm,Tue Apr 14 00:35:45 IST 2015,RT  love unconditional love I know youre fucking psycho maniac Im willing work
_wrightm,Mon Apr 13 21:45:51 IST 2015,RT  Its okay yourself happy
_wrightm,Mon Apr 13 21:45:37 IST 2015,RT  Kinda wanna 25 Kinda wanna 6
_wrightm,Mon Apr 13 21:45:29 IST 2015,RT  Zach Galifianakis lived closet crack house
_wrightm,Mon Apr 13 21:44:32 IST 2015,RT  “Even Moon covered completely flaws still look up wonder call beautiful”
_wrightm,Mon Apr 13 21:44:27 IST 2015,RT  Watching coachella snapchats crying
_wrightm,Mon Apr 13 21:43:35 IST 2015,RT  I hate people boyfriend/girlfriend better yours tf even competition
_wrightm,Mon Apr 13 21:43:07 IST 2015,RT  Srry triple texts I cant gather thoughts 1 message
_wrightm,Mon Apr 13 21:42:54 IST 2015,RT  My pride stronger feelings Dont try play I think 24/7 still wouldnt hear m…
_wrightm,Mon Apr 13 21:42:43 IST 2015,RT  Single handily supporting pregnancy test business paranoia - Im Not Pregnant
_wrightm,Sat Apr 11 20:49:45 IST 2015,RT  HOLY FUCK IT WORKS 
_wrightm,Sat Apr 11 20:49:15 IST 2015,RT  Should I go bed  My body hell yeah mind Lets think mistake youve made boy…
_wrightm,Sat Apr 11 20:49:00 IST 2015,RT  I really want tattoo
_wrightm,Sat Apr 11 20:48:58 IST 2015,RT  My ex waiting someone better 
_wrightm,Sat Apr 11 20:48:30 IST 2015,RT  Im really early always late never fails
_wrightm,Thu Apr 09 06:58:45 IST 2015,RT madisonward It feels dream real
_wrightm,Thu Apr 09 06:58:21 IST 2015,RT LessGirI Im going play little games put up bullshit Im better 💁
_wrightm,Tue Apr 07 04:30:19 IST 2015,RT  still makes sad 😭 
_wrightm,Sun Apr 05 06:09:13 IST 2015,RT  hotbox casket
_wrightm,Sun Apr 05 04:58:37 IST 2015,It’s kind scary relationship one person love waiting opportunity end
_wrightm,Thu Apr 02 20:48:07 IST 2015,RT  apparently treat people same way treat offended
_wrightm,Thu Apr 02 20:46:06 IST 2015,RT  today 
_wrightm,Wed Apr 01 00:06:06 IST 2015,I won’t hate i’ll pass never existed
_wrightm,Wed Apr 01 00:05:58 IST 2015,RT  I dont know Ill 5 years wherever I I want
_wrightm,Tue Mar 31 00:59:27 IST 2015,RT  lets sleepover ignore each tweetand occasionally show eachother funny tweets
_wrightm,Tue Mar 31 00:58:25 IST 2015,RT LessGirI I shouldnt wait around give fuck If cant appreciate dont deserve
_wrightm,Tue Mar 31 00:58:02 IST 2015,RT  IM IN TEARS 😂😭 
_wrightm,Tue Mar 31 00:57:19 IST 2015,RT  Its come belong
_wrightm,Tue Mar 31 00:57:03 IST 2015,RT  Maybe maybe wont OITNB 
_wrightm,Tue Mar 31 00:56:42 IST 2015,RT  Im naturally funny life joke
_wrightm,Tue Mar 31 00:56:37 IST 2015,RT  There 1013913 english words I never string together accurately explain much I want …
_wrightm,Tue Mar 31 00:55:49 IST 2015,RT  anyone feel really stupid embarrassed expressing sort emotion
_wrightm,Fri Mar 27 19:17:04 IST 2015,“Don’t compliment insulting women That’s compliment it’s competition none agreed to”
_wrightm,Fri Mar 27 19:16:32 IST 2015,“If someone digs hole plant nice flowers tell go fuck themselves”
_wrightm,Thu Mar 26 00:40:39 IST 2015,RT  I feelings hurt easy
_wrightm,Thu Mar 26 00:40:38 IST 2015,RT Leigh Every time phone goes I hope
_wrightm,Thu Mar 26 00:39:46 IST 2015,RT  All exes Ill make someone really happy someday Im still waiting guy - Oklahoma State
_wrightm,Thu Mar 26 00:39:36 IST 2015,RT  The main reason I tell daughter beauty inside Im charge ponytail mornings
_wrightm,Thu Mar 26 00:39:13 IST 2015,RT  fake friends 
