username,time,tweet
LILBLUEBOXox,Sat Feb 27 01:45:04 IST 2016,Thank  lack concern  customer service   My stream dropped min 10 times still response
LILBLUEBOXox,Fri Feb 26 23:30:29 IST 2016,RT   handle comcastdoesntcare cause really dont
LILBLUEBOXox,Fri Feb 26 23:17:01 IST 2016, There damage line abnormal freeze temps couple weeks agowhen problem started
LILBLUEBOXox,Fri Feb 26 23:16:05 IST 2016, No brand new modem tech out house  It confirmed issue street  Thanks though
LILBLUEBOXox,Fri Feb 26 23:10:44 IST 2016,My apologies those Twitter feed   Upstream keeps bouncing norm 25 upload less 1 drops stream
LILBLUEBOXox,Fri Feb 26 23:07:57 IST 2016,HEY  WHAT THE HECK IS GOING ON WITH MY SERVICE MY STREAM KEEPS DROPPING BECAUSE OF THE UPSTREAM WITH YOU
LILBLUEBOXox,Fri Feb 26 22:44:17 IST 2016,❤Another typical BluesDay❤ Ewok StormTrooper crochet twitchcreates StayNoble   
LILBLUEBOXox,Fri Feb 26 22:34:16 IST 2016,❤Another typical BluesDay❤ Ewok StormTrooper crochet twitchcreates StayNoble   
LILBLUEBOXox,Fri Feb 26 14:09:58 IST 2016, donuts dinner Adulthood rocks 
LILBLUEBOXox,Fri Feb 26 09:46:34 IST 2016,TY another awesome stream
LILBLUEBOXox,Fri Feb 26 04:40:02 IST 2016,❤Another typical BluesDay❤ Ewok StormTrooper crochet twitchcreates StayNoble   
LILBLUEBOXox,Fri Feb 26 00:50:47 IST 2016,Hair day purple grey studio455 
LILBLUEBOXox,Thu Feb 25 23:17:32 IST 2016, 
LILBLUEBOXox,Thu Feb 25 23:07:47 IST 2016, black n res best buy
LILBLUEBOXox,Thu Feb 25 23:07:18 IST 2016, Addicted b
LILBLUEBOXox,Thu Feb 25 23:06:30 IST 2016, red But skin make fancy
LILBLUEBOXox,Thu Feb 25 19:03:51 IST 2016, tattoo uterus
LILBLUEBOXox,Thu Feb 25 18:42:22 IST 2016, spelling/grammar doesnt count twitter chat  👍🏽
LILBLUEBOXox,Thu Feb 25 18:34:09 IST 2016,Good morning 
LILBLUEBOXox,Thu Feb 25 08:12:26 IST 2016,dynamitexxx 
LILBLUEBOXox,Thu Feb 25 06:33:37 IST 2016,RT DeviCat 🌟✨ Live Twitch DEVICAT  ✨🌟twitchcreative    photos…
LILBLUEBOXox,Thu Feb 25 06:11:58 IST 2016,Not gonna lie tornado watch/warnings freaking out I dont think Las Vegas lol🌪🌪🌪
LILBLUEBOXox,Thu Feb 25 05:47:15 IST 2016,I liking 3DS 
LILBLUEBOXox,Thu Feb 25 05:45:33 IST 2016, mine light blue/green purple Looks crap But jazz up logo stickers
LILBLUEBOXox,Thu Feb 25 05:43:39 IST 2016,The storms passing thru really bad To safe I going stream tmw hair appt 🌬⛈🌩☔️🌪💦
LILBLUEBOXox,Thu Feb 25 04:51:35 IST 2016, 3DS id
LILBLUEBOXox,Thu Feb 25 04:51:14 IST 2016,Awesome Tornado warnings Friggin great  Can I back bed
LILBLUEBOXox,Thu Feb 25 03:39:50 IST 2016,Friend  
LILBLUEBOXox,Thu Feb 25 03:25:12 IST 2016,Setting up 3DS XL
LILBLUEBOXox,Thu Feb 25 03:03:37 IST 2016,I suck painting Next time I one make yarn bowl start finish
LILBLUEBOXox,Thu Feb 25 00:20:09 IST 2016,Yarn bowl painting time 
LILBLUEBOXox,Wed Feb 24 22:39:47 IST 2016,Retail Therapy  Yarn Bowl painting out rainy day funk  Then Stream I home  xoxo-Blue
LILBLUEBOXox,Wed Feb 24 21:34:16 IST 2016,   I think I pick up 3ds XL today
LILBLUEBOXox,Wed Feb 24 21:14:51 IST 2016, Do Blues Balls idea
LILBLUEBOXox,Wed Feb 24 21:14:31 IST 2016, YAY I want more tattoooooooos
LILBLUEBOXox,Wed Feb 24 21:09:02 IST 2016,So Any ideas yarn bowl colors
LILBLUEBOXox,Wed Feb 24 20:37:38 IST 2016,Hey yarners  sale site supersaver
LILBLUEBOXox,Wed Feb 24 20:27:06 IST 2016,Gratz Partnership  gg twitchcreates subhype
LILBLUEBOXox,Wed Feb 24 04:04:44 IST 2016,My bowl ready paint  Any ideas I think I go tmw Friday paint  Was thinking LadyBug tiff blue  Blues Balls
LILBLUEBOXox,Wed Feb 24 03:59:56 IST 2016,Must  Get  One  
LILBLUEBOXox,Wed Feb 24 03:17:52 IST 2016,Love 
LILBLUEBOXox,Wed Feb 24 02:56:04 IST 2016, Good luck What CON PAX East
LILBLUEBOXox,Wed Feb 24 02:33:02 IST 2016, isnt allowing dm
LILBLUEBOXox,Wed Feb 24 02:12:06 IST 2016, type discounts provide loyal customers  We customer over 10 years
LILBLUEBOXox,Tue Feb 23 23:28:12 IST 2016,   anybother good games recommend
LILBLUEBOXox,Tue Feb 23 21:45:54 IST 2016, omg such great news
LILBLUEBOXox,Tue Feb 23 21:45:36 IST 2016,RT  CrossStitch Commission Logo sewing sewbeit twitchfibers 
LILBLUEBOXox,Tue Feb 23 21:43:46 IST 2016,   animal crossing mew leaf Or home design
LILBLUEBOXox,Tue Feb 23 18:56:34 IST 2016,   3ds xl current one right
LILBLUEBOXox,Tue Feb 23 08:10:30 IST 2016,RT  Live 3crochet twitchfibers twitchcreative 
