username,time,tweet
POSYYZ,Wed Feb 24 08:31:14 IST 2016,Shocking Ashley divorce  nothing trust being dead inside MarriedAtFirstSight
POSYYZ,Mon Feb 01 08:55:22 IST 2016,Looking wine  hush dance partner trinidadcarnival
POSYYZ,Wed Jan 27 07:48:40 IST 2016,Ashley ridiculousshe idea trying means MarriedAtFirstSight
POSYYZ,Sat Jan 23 08:58:06 IST 2016,The subway certain time very interesting experience
POSYYZ,Sun Jan 17 12:03:33 IST 2016,Just dance dont talk
POSYYZ,Wed Jan 13 08:21:30 IST 2016,I think Ashley dead insideabsolutely emotions shown MarriedAtFirstSight
POSYYZ,Wed Jan 13 05:00:45 IST 2016,A very large women crushed death subway
POSYYZ,Mon Jan 11 03:48:55 IST 2016,Award Season Red Carpet GoldenGlobes theseareafewofmyfavouritethings
POSYYZ,Fri Jan 01 12:06:04 IST 2016,GratefulHappy 2016
POSYYZ,Sat Nov 14 09:35:40 IST 2015,Why This makes sad Prayers4Paris
POSYYZ,Fri Nov 06 09:52:27 IST 2015,Is something wrong I literally upset I miss walk sign cross
POSYYZ,Fri Oct 23 07:13:15 IST 2015, always best sound track
POSYYZ,Tue Sep 29 07:00:04 IST 2015,The rules rules seriously people dancing stars
POSYYZ,Tue Sep 22 04:19:23 IST 2015,People wearing surgical masks public  transitquestionr protecting yourself protecting ourselves
POSYYZ,Fri Sep 04 23:02:48 IST 2015,RT Astors Hopefully thing working weekend liver LabourDay LongWeekend Cheers 
POSYYZ,Mon Aug 31 03:35:58 IST 2015,RT  When universe see conscious grateful activated shower more
POSYYZ,Sun Aug 16 06:08:54 IST 2015,Why fuck cant identify luggage donttouchmyluggage baggageclaimproblems
POSYYZ,Mon Aug 03 04:01:56 IST 2015,No stinkin thunder storm going stop party TOCarnival
POSYYZ,Sun Aug 02 05:14:21 IST 2015,carnival PLEASE next year separate entrance masqueradersit make entry much more efficient
POSYYZ,Mon Jul 20 20:23:56 IST 2015,RT  
POSYYZ,Sat Jul 11 05:56:54 IST 2015,Always stand national anthem atthebarbutstillpatriotic
POSYYZ,Mon Jul 06 00:13:04 IST 2015,Just going sit here sweat nocomplaints summertime directsun
POSYYZ,Sun Jun 28 23:06:22 IST 2015,RT Moments If Im suffering usually I resisting  Zen Moments 
POSYYZ,Sun Jun 14 02:44:20 IST 2015,Transracialwhats next
POSYYZ,Sat May 09 08:10:49 IST 2015,RT Moments Fear always springs ignorance  Ralph Waldo Emerson 
POSYYZ,Fri Mar 27 06:57:38 IST 2015,RT  “ Forgive dont forget Forgiving changes perspectiveForgetting loses  lesson 
POSYYZ,Fri Mar 27 05:53:40 IST 2015,RT Moments Sometimes letting things go act far greater power defending hanging  Eckhart Tolle 
POSYYZ,Wed Feb 11 22:52:35 IST 2015,RT  sorrynotsorry 
POSYYZ,Sat Jan 31 19:10:22 IST 2015,7thEvan love
POSYYZ,Tue Jan 13 04:32:46 IST 2015,RT eFashionPolice RT youll tuning tonight FashionPolice GoldenGlobes Edition 9/8c E
POSYYZ,Mon Jan 12 08:02:34 IST 2015,RT  Amy Tina  host everything world end time Oscars Presidential debates Tupperware parties everyt…
POSYYZ,Mon Jan 12 06:47:44 IST 2015,RT  That officially best awards show monologue history awards show monologues TinaAndAmyForever GoldenGlobes
POSYYZ,Tue Dec 23 05:26:39 IST 2014,7thEvan Two words cash grab
POSYYZ,Fri Dec 19 19:31:09 IST 2014,7thEvan LOL see
POSYYZ,Thu Dec 18 06:01:03 IST 2014,RT  One lifeAll gotWhy waste bullshitLive lifeBe happy
POSYYZ,Thu Dec 11 06:03:23 IST 2014,RT  “Stop complaining something Shut up Rise up Grow up And show up See top” Israelmore Ayivor http//…
POSYYZ,Thu Dec 04 05:14:15 IST 2014,Cant bullshit steal JOY
POSYYZ,Tue Nov 25 08:47:25 IST 2014,RT  Why cant along Oh right searing injustice FergusonDecision
POSYYZ,Mon Nov 17 03:29:09 IST 2014,RT  11 Thou shalt things make civilized person Dude hell wrong thee
POSYYZ,Wed Oct 29 08:33:46 IST 2014,RT  Let go thought happen  live happening - H Hepler  
POSYYZ,Wed Oct 22 04:17:31 IST 2014,RT Moments The worst thing those love things themselves  Abraham Lincoln http//…
POSYYZ,Fri Oct 17 06:35:40 IST 2014,Prince controversy Scandal bestmusic
POSYYZ,Fri Oct 17 06:28:04 IST 2014,RT  Ive watched CNN day now Im fairly certain ISIS going give Ebola
POSYYZ,Mon Sep 29 04:28:11 IST 2014, great meal vannis today I back
POSYYZ,Tue Sep 23 07:29:56 IST 2014,RT  Note self… become s “boo
POSYYZ,Sat Sep 13 03:35:21 IST 2014,RT  Sometimes need scream shout Fk It Thats life
POSYYZ,Fri Sep 12 18:17:40 IST 2014,Really Starbucks dude WTFits difficultif dont know spell name ask 
POSYYZ,Tue Sep 09 07:42:22 IST 2014,Adult Beginners  TIFF14 best QA Joel McHale Bobby Cannavale  Nick Kroll 
POSYYZ,Mon Sep 08 05:23:32 IST 2014,Conjunction junction whats function Im billSchool house rock memories
POSYYZ,Fri Sep 05 00:56:15 IST 2014,Say aint RIP Joan Rivers always made laugh
