username,time,tweet
haydoghay13,Tue Mar 01 05:29:59 IST 2016,cant help falling asleep middle call
haydoghay13,Tue Mar 01 04:15:18 IST 2016, ate huge bowl ihms
haydoghay13,Tue Mar 01 04:10:57 IST 2016,home school made myself mashed potatoes
haydoghay13,Tue Mar 01 03:47:37 IST 2016,RT  school nap dates something work
haydoghay13,Tue Mar 01 03:41:08 IST 2016, made sense
haydoghay13,Tue Mar 01 03:40:50 IST 2016,want life supply scooby doo fruit snacks
haydoghay13,Tue Mar 01 03:25:07 IST 2016,RT  7 different laughs theyre disgusting
haydoghay13,Tue Mar 01 03:23:35 IST 2016,RT  Im kinda ugly Im really funny ok
haydoghay13,Tue Mar 01 02:40:33 IST 2016,RT  Grab princess call ass
haydoghay13,Tue Mar 01 00:29:38 IST 2016,faint slowly killing dreams
haydoghay13,Tue Mar 01 00:23:56 IST 2016,kid next snoring class sounds DISgUStinG
haydoghay13,Tue Mar 01 00:12:49 IST 2016,RT   ship clayton hard dont even understand
haydoghay13,Mon Feb 29 23:22:02 IST 2016, bratworst
haydoghay13,Mon Feb 29 22:39:12 IST 2016,didnt invited party
haydoghay13,Mon Feb 29 20:02:34 IST 2016,  yes👀
haydoghay13,Mon Feb 29 20:02:26 IST 2016,RT  todays day yall gonna jump nick addams kid
haydoghay13,Mon Feb 29 19:27:14 IST 2016,stepmoms favorite words morning give ride school
haydoghay13,Mon Feb 29 19:26:27 IST 2016,happy birthday leap day babies
haydoghay13,Mon Feb 29 10:25:44 IST 2016,RT  LEO WON
haydoghay13,Mon Feb 29 10:18:17 IST 2016,RT  lmao paid being wingman
haydoghay13,Mon Feb 29 10:11:14 IST 2016,RT  smiling idiot
haydoghay13,Mon Feb 29 10:08:30 IST 2016,kate unimpressed
haydoghay13,Mon Feb 29 09:54:18 IST 2016,RT SpaceBass mitochondria trap house cell
haydoghay13,Mon Feb 29 08:55:24 IST 2016,eyebrows look 🚮
haydoghay13,Mon Feb 29 08:53:59 IST 2016,RT   r ok
haydoghay13,Mon Feb 29 08:03:01 IST 2016,RT  FINDING SOMEONE NEW YOU HAVE LOTS IN COMMON WITH IS SUCH A GREAT FEELING 10/10 RECOMMENDED
haydoghay13,Mon Feb 29 07:58:59 IST 2016,RT  youre tweeting something youre passionate one cares 
haydoghay13,Mon Feb 29 07:22:39 IST 2016,RT  Donald trump right The illegal aliens taking jobs 
haydoghay13,Mon Feb 29 07:14:41 IST 2016, I thought same thing
haydoghay13,Mon Feb 29 07:14:08 IST 2016,excited actually story tell spanish class tomorrow
haydoghay13,Mon Feb 29 07:04:41 IST 2016,  I reminded 👀
haydoghay13,Mon Feb 29 07:04:28 IST 2016, happy belated birthday
haydoghay13,Mon Feb 29 06:34:19 IST 2016, yes actually
haydoghay13,Mon Feb 29 06:31:48 IST 2016,want room look tumblr messy tbh looks threw random things walls
haydoghay13,Mon Feb 29 05:05:19 IST 2016,RT  trash
haydoghay13,Mon Feb 29 05:02:13 IST 2016,RT  This weekend great I want relive over over again
haydoghay13,Mon Feb 29 02:49:01 IST 2016,RT  I want nose piercing
haydoghay13,Mon Feb 29 02:39:18 IST 2016,jay put bag trail mix lapwatch pick out mms
haydoghay13,Mon Feb 29 02:38:36 IST 2016,RT  The amount French fries Ive consumed weekend unacceptable
haydoghay13,Mon Feb 29 02:38:31 IST 2016,RT  Kat Tweets text back Alrighty
haydoghay13,Mon Feb 29 02:16:17 IST 2016,RT  PISCES YES 
haydoghay13,Mon Feb 29 02:08:53 IST 2016,RT  ppl friendzone exists 
haydoghay13,Mon Feb 29 01:54:49 IST 2016,RT  Hearing boys genuine laugh 
haydoghay13,Mon Feb 29 01:12:31 IST 2016,RT  HAPPY BIRTHDAY HALEY 
haydoghay13,Mon Feb 29 01:12:28 IST 2016, I DID NOT SEE THIS
haydoghay13,Mon Feb 29 01:11:49 IST 2016,Clayton tweeted continued tweet same day 
haydoghay13,Mon Feb 29 01:09:15 IST 2016,want more piercings
