username,time,tweet
IndahWulani,Tue Mar 01 05:29:50 IST 2016,A word look enough decide whether one part life never
IndahWulani,Tue Mar 01 04:59:53 IST 2016,Only love makes man best weakest times both
IndahWulani,Tue Mar 01 04:29:48 IST 2016,Im pretty sure pair socks I hole toe Every Single Pair
IndahWulani,Tue Mar 01 03:59:34 IST 2016,Were hope I nothing
IndahWulani,Tue Mar 01 03:29:52 IST 2016,Sometimes thoughts dont end up words
IndahWulani,Tue Mar 01 02:59:36 IST 2016,People write inspirational stuff still follow porn stars twitter They real terrorists
IndahWulani,Tue Mar 01 02:29:43 IST 2016,Stalking perverts someone WTF Who introduced motherfucker twitter
IndahWulani,Tue Mar 01 02:03:52 IST 2016,I’ll clear room honest opinion that’s takes
IndahWulani,Tue Mar 01 01:33:03 IST 2016,Not Giving Up virtue absent minded people While make sure mind talking body
IndahWulani,Tue Mar 01 01:06:00 IST 2016,I’m very proprietary what’s mine
IndahWulani,Tue Mar 01 00:30:04 IST 2016,If good rewards desired
IndahWulani,Mon Feb 29 23:59:47 IST 2016,When someone wont eventually stop knocking
IndahWulani,Mon Feb 29 23:29:54 IST 2016,I making lot typos today You warned
IndahWulani,Mon Feb 29 22:59:35 IST 2016,On Twitter even Aladin Retweet
IndahWulani,Mon Feb 29 22:29:48 IST 2016,Fat Girls good two things Heat cold shade heat
IndahWulani,Mon Feb 29 21:59:35 IST 2016,Your loyal friends worst enemies Only person trust
IndahWulani,Mon Feb 29 21:29:50 IST 2016,Some people pretend care better seat watch struggle
IndahWulani,Mon Feb 29 20:59:39 IST 2016,Its real mad chick favs tweet
IndahWulani,Mon Feb 29 20:29:52 IST 2016,Mispent love waste time energy
IndahWulani,Mon Feb 29 19:59:46 IST 2016,Come away write ode
IndahWulani,Mon Feb 29 19:29:59 IST 2016,My super power lies making laws think I awesome
IndahWulani,Mon Feb 29 18:59:46 IST 2016,Twitter addiction So I
IndahWulani,Mon Feb 29 18:29:47 IST 2016,Were cautiously optimisticYoure oxymoron
IndahWulani,Mon Feb 29 17:59:42 IST 2016,Im sure those people eat deserts cheer themselves up theyre depressed never tried breaking someones neck
IndahWulani,Mon Feb 29 17:29:53 IST 2016,Why having balls considered courageous thing Its weakest spot mans anatomy
IndahWulani,Mon Feb 29 16:59:52 IST 2016,The truth theres still time quickly leads late
IndahWulani,Mon Feb 29 16:29:48 IST 2016,The pain losing something someone becomes exponentially worse realize didnt appreciate
IndahWulani,Mon Feb 29 15:59:40 IST 2016,Everyone speaks same language dream cry
IndahWulani,Mon Feb 29 15:29:52 IST 2016,Yeah look weak forgive know I pity more those hold rage hatred  revenge inside
IndahWulani,Mon Feb 29 14:59:48 IST 2016,Give time machine change past  erase those memories  wont anything now  proud
IndahWulani,Mon Feb 29 14:30:01 IST 2016,Dont judge tweets I lot bigger asshole real life
IndahWulani,Mon Feb 29 14:00:11 IST 2016,My Guardian Angel drama Queen
IndahWulani,Mon Feb 29 13:30:09 IST 2016,My Guardian Angel having affair It fucking watching over
IndahWulani,Mon Feb 29 12:59:52 IST 2016,You enjoy twitter more follow smart funny kind people ignore mean stupid selfish ones
IndahWulani,Mon Feb 29 12:29:47 IST 2016,Words beautifully sounded indeed nothing speaks louder silence understood
IndahWulani,Mon Feb 29 12:00:28 IST 2016,People dont surprise I expect full range delight horror sadness happiness everyone I meet
IndahWulani,Mon Feb 29 11:30:11 IST 2016,Today follower asked use screen shot one tweets header Im totally winning twitter right
IndahWulani,Mon Feb 29 11:00:11 IST 2016,Ask doctor ignoring problems right
IndahWulani,Mon Feb 29 10:30:00 IST 2016,We live times checking phone more important having normal conversation someone person
IndahWulani,Mon Feb 29 09:59:49 IST 2016,I dont mind make lose mind thing mind before lost
IndahWulani,Mon Feb 29 09:29:53 IST 2016,Life black white cut dry Its colorful Its messy Things people feelings thoughts cant fit neatly boxes
IndahWulani,Mon Feb 29 08:59:48 IST 2016,Believe know better people see everyday
IndahWulani,Mon Feb 29 08:29:50 IST 2016,Some people such denial prefer believe lie truth hurts much For lie sets free
IndahWulani,Mon Feb 29 07:59:44 IST 2016,Twitter-Words dont come easy meThis way I Love YouWords dont come easyDont come easy
IndahWulani,Mon Feb 29 07:30:00 IST 2016,Ultimately end up meant Right now I love I
IndahWulani,Mon Feb 29 06:59:46 IST 2016,He   I love world next Oh God threatening 
IndahWulani,Mon Feb 29 06:29:46 IST 2016,When youve finally found someonegood dont go looking someonebetter
IndahWulani,Mon Feb 29 05:59:49 IST 2016,Alright everyone stop living life log try win Twitter
IndahWulani,Mon Feb 29 05:29:59 IST 2016,If someone pissed during day You havent done thing right
IndahWulani,Mon Feb 29 04:59:58 IST 2016,If love someone set free Twitter crush shoot right away
