username,time,tweet
JamesKBallard,Tue Mar 01 05:29:54 IST 2016,Manuel  Whoa whoa Lin LIN Do realize INCREDIBLE hook Quit Fckin Wit Da Wiki
JamesKBallard,Tue Mar 01 03:44:57 IST 2016,If youre LA next week come hear one tunes 
JamesKBallard,Mon Feb 29 10:12:06 IST 2016,A Mexican director speaking racial equality arts being shooed stage music Richard Wagner Oscars
JamesKBallard,Mon Feb 29 10:00:30 IST 2016,That Sam Smith abomination winning Best Song actually worse Trump winning presidency Oscars
JamesKBallard,Mon Feb 29 09:59:14 IST 2016, Do need make 30s send NYC writers out Hollywood actually know write song Cuz SIGN ME UP
JamesKBallard,Mon Feb 29 09:55:01 IST 2016,Ennio Morricone amazing There joke here Its truth Oscars
JamesKBallard,Mon Feb 29 09:40:55 IST 2016,I feel Biden went meds wandered theater onto stage nobody bothered stop Oscars
JamesKBallard,Mon Feb 29 09:11:32 IST 2016, His Mad Max quip funnier entirety those awkward Minions/Toy Story sequences
JamesKBallard,Mon Feb 29 08:47:36 IST 2016,The Weeknd A black guy sings white guy trying sing black guy Oscars
JamesKBallard,Mon Feb 29 08:15:55 IST 2016,Confession Mad Max one Oscar nominated films I saw year Based evening going apparently thats fine
JamesKBallard,Mon Feb 29 07:36:49 IST 2016,Apparently Sam Smiths testicles boycotting Oscars
JamesKBallard,Mon Feb 29 07:05:04 IST 2016,Oscars opening montage Look great performances non-white actors didnt nominate
JamesKBallard,Mon Feb 29 06:20:31 IST 2016, A solid case made Ashman
JamesKBallard,Mon Feb 29 06:17:03 IST 2016,  Manuel RIGHT THOUGH Saw guys Friday night - Such great show yall KILLING
JamesKBallard,Mon Feb 29 06:08:09 IST 2016, Manuel If exists more perfect marriage music  lyric Dear Friend I dont want know
JamesKBallard,Mon Feb 29 06:06:33 IST 2016,Manuel Do Comden  Green count single entry list
JamesKBallard,Sun Feb 28 09:28:24 IST 2016, Hope worth Weill
JamesKBallard,Sun Feb 28 00:31:28 IST 2016,The way Trump lose supporters interrupted watching Ow My Balls
JamesKBallard,Sun Feb 28 00:20:14 IST 2016, I found article very vaginteresting - lots great informatriarchy
JamesKBallard,Sat Feb 27 12:20:12 IST 2016, B man pool water hes SO HANDSOME cant look away
JamesKBallard,Sat Feb 27 11:45:28 IST 2016, Ummm Rudys though
JamesKBallard,Sat Feb 27 06:31:35 IST 2016,About see greatness   
JamesKBallard,Wed Feb 24 21:14:46 IST 2016,Manuel ¿es más divertido la rima en Inglés o español
JamesKBallard,Mon Feb 22 06:43:24 IST 2016,You  retweet youYou space out sentencesLike thisAnd end solid punchlineUm
JamesKBallard,Sun Feb 21 22:04:02 IST 2016,SullyActsUp New York City Hey Were Walkin Here
JamesKBallard,Sun Feb 21 22:02:26 IST 2016,LinManuel  This resumes work right 
JamesKBallard,Sun Feb 21 12:07:28 IST 2016, Me - much better time I looked mirror Patti LuPone 3 times phone stolen
JamesKBallard,Sun Feb 21 06:53:24 IST 2016,More Fed train I rightAm I rightAm I rightNo seriously  - I right
JamesKBallard,Sun Feb 21 05:31:18 IST 2016,Whenever I see piece theater written badass women Im 
JamesKBallard,Sun Feb 21 05:12:41 IST 2016,LauraBenanti Fun fact If look mirror Laura Benanti 3 times youll appear cocktail witty retort
JamesKBallard,Sun Feb 21 04:26:41 IST 2016,jenashtep Yes Yes I willI thereUnless BrooklynI aint life
JamesKBallard,Sun Feb 21 04:17:36 IST 2016,  Good question - follow find out D
JamesKBallard,Thu Feb 18 06:14:45 IST 2016, I dunno dude seemed pretty adept picking up sisterLookingForLoveInAlderaanPlaces
JamesKBallard,Thu Feb 18 06:10:04 IST 2016, So goin
JamesKBallard,Mon Feb 15 04:56:04 IST 2016,Spending Valentines Day eating pizza  chocolate candies playing Super NintendoIn related story I actually 10 years old
JamesKBallard,Mon Feb 15 03:15:16 IST 2016, At evenings performance role Antonin Scalia played Ernie Sabella
JamesKBallard,Sun Feb 14 01:32:15 IST 2016,Florence Foster Jenkins The reason basically musician Imposter Syndrome
JamesKBallard,Thu Feb 11 10:49:26 IST 2016,A Farewell To Feet Because I Got Diabetes FastFoodBooks 
JamesKBallard,Thu Feb 11 10:48:29 IST 2016,Where The Wild Things Arbys FastFoodBooks 
JamesKBallard,Thu Feb 11 10:42:30 IST 2016,Slaughterhouse-Five Guys FastFoodBooks 
JamesKBallard,Thu Feb 11 10:41:22 IST 2016,For Whom Taco Bell Tolls FastFoodBooks 
JamesKBallard,Thu Feb 11 04:32:43 IST 2016,  I find observation elegant whip smart still drop-dead-SEXY
JamesKBallard,Thu Feb 11 03:52:43 IST 2016,LinManuel PLEASE tell know / I smell sequel 
JamesKBallard,Wed Feb 10 07:16:01 IST 2016, I apologize means I longer see Shuffle Along I spend 
JamesKBallard,Wed Feb 10 06:04:58 IST 2016,Here churchHere steeple9/11 inside jobWake up sheeple
JamesKBallard,Tue Feb 09 07:15:28 IST 2016,  I went marvelous penis er party
JamesKBallard,Mon Feb 08 09:40:12 IST 2016,  yea one beer please 
JamesKBallard,Sun Feb 07 07:23:25 IST 2016,I realize Im probably late party nonetheless - Jessica Jones JAM
JamesKBallard,Sun Feb 07 02:53:25 IST 2016,pattonoswalt IMPORTANT Im grocery store staring off-brand soda Eye Of The Tiger came How I kill myself
JamesKBallard,Sat Feb 06 01:33:03 IST 2016,I feel Martin Shkreli long-lost son Rob Lowes character Waynes World
