username,time,tweet
GerriSignfeld,Sun Sep 01 05:29:47 IST 2013,Bashar Al-Asad sounds made up dictator name West Wing
GerriSignfeld,Sun Sep 01 04:51:59 IST 2013,RT  Be prepared small chance horrendous leadership unknowingly lead World War III
GerriSignfeld,Sun Sep 01 04:50:30 IST 2013,RT Kats YOU TWEETED 23 TIMES TODAY RT  People ask I free time The answer--I dont
GerriSignfeld,Sat Aug 31 23:27:27 IST 2013,RT  BREAKING Obama I seek authorization use force America peoples representatives Congress
GerriSignfeld,Sat Aug 31 22:47:44 IST 2013,Seriously though  amazing
GerriSignfeld,Sat Aug 31 21:07:21 IST 2013, UNREAL last night UNREAL
GerriSignfeld,Sat Aug 31 10:20:46 IST 2013,
GerriSignfeld,Sat Aug 31 10:20:36 IST 2013,
GerriSignfeld,Sat Aug 31 10:20:29 IST 2013,
GerriSignfeld,Sat Aug 31 10:20:19 IST 2013,
GerriSignfeld,Sat Aug 31 10:20:10 IST 2013,
GerriSignfeld,Sat Aug 31 02:28:07 IST 2013,
GerriSignfeld,Fri Aug 30 23:16:55 IST 2013,RT  Then twitching jerking develops uncontrollable spasm Then infected fall coma spasm death
GerriSignfeld,Fri Aug 30 23:16:52 IST 2013,RT  Up next difficulty breathing nausea drooling Then total loss bodily functions urinate defecate …
GerriSignfeld,Fri Aug 30 23:16:46 IST 2013,RT  When someone exposed sarin first symptoms show runny nose tightness chest constri…
GerriSignfeld,Fri Aug 30 23:16:43 IST 2013,RT  Sarin colorless odorless liquid highly toxic nerve agent 500 times more toxic cyanide
GerriSignfeld,Fri Aug 30 19:16:42 IST 2013,Good morning 
GerriSignfeld,Fri Aug 30 17:53:32 IST 2013,RT  Here’s The One True Way To Heaven | Commentary By Pope Francis 
GerriSignfeld,Fri Aug 30 04:26:12 IST 2013,
GerriSignfeld,Fri Aug 30 03:22:28 IST 2013,Goldfinger blueprint modern action film
GerriSignfeld,Fri Aug 30 01:30:59 IST 2013,Double negatives hurt head
GerriSignfeld,Thu Aug 29 23:19:32 IST 2013,tbt 
GerriSignfeld,Thu Aug 29 11:53:08 IST 2013,Keith Olbermann awful
GerriSignfeld,Thu Aug 29 10:41:38 IST 2013,September best month year
GerriSignfeld,Thu Aug 29 10:38:25 IST 2013,September garbage time Hollywood
GerriSignfeld,Thu Aug 29 09:55:19 IST 2013,RT  If want lose 300 followers 2 minutes tweet liking Red Lobster seabugs
GerriSignfeld,Thu Aug 29 08:15:18 IST 2013,The therapy Ill need 
GerriSignfeld,Thu Aug 29 07:25:13 IST 2013,RT blessed Being alive expensive
GerriSignfeld,Thu Aug 29 07:20:52 IST 2013,RT  The circular Pentagon meeting room bears striking resemblance one seen classic 1964 film DrStrangelove AW…
GerriSignfeld,Thu Aug 29 07:10:31 IST 2013,RT  Butters singing If You Leave Me Now Chicago He croons tune Casa Bonita BabyPleaseDontGo
GerriSignfeld,Thu Aug 29 04:00:57 IST 2013,RT  Teammates Make Manti Teo Pay Off Their Mortgages In Training Camp Ritual | More NFL News 
GerriSignfeld,Wed Aug 28 06:56:31 IST 2013,Victoria Azarenka sexy
GerriSignfeld,Wed Aug 28 04:49:10 IST 2013,We put AC late Im melting 
GerriSignfeld,Wed Aug 28 03:26:55 IST 2013,RT  Obama Weighing His Syria Option 
GerriSignfeld,Tue Aug 27 20:47:34 IST 2013,RT  giv man fish adn hell wat ordered mcflurryteach man fish adn hell ar manager …
GerriSignfeld,Tue Aug 27 10:20:50 IST 2013,Imagine great cigarette commercials
GerriSignfeld,Tue Aug 27 09:49:17 IST 2013,RT electric girl Ill tackle ass Im mofuckin quarterback/Im Liam Neeson You Taken Gimme daughterback-rap im…
GerriSignfeld,Tue Aug 27 09:45:49 IST 2013,RT  Editor  Let Me Explain Why Miley Cyrus’ VMA Performance Was Our Top Story This Morning 
GerriSignfeld,Tue Aug 27 09:37:27 IST 2013,RT  FUN FACT Before Facebook human being saw picture another human beings dog
GerriSignfeld,Tue Aug 27 09:31:46 IST 2013,RT electric Jason Derulo-Jason Derulo
GerriSignfeld,Tue Aug 27 06:25:15 IST 2013,Just heard someone pronounce Chipotle rhymes Truman Capote
GerriSignfeld,Tue Aug 27 05:05:59 IST 2013,RT  Would awesome Trump University taught people born massively wealthy real estate mogul …
GerriSignfeld,Tue Aug 27 05:04:58 IST 2013,What VMA
GerriSignfeld,Mon Aug 26 21:45:30 IST 2013,I love Dog much
GerriSignfeld,Mon Aug 26 08:28:19 IST 2013,WOW That excellent hour television TheNewsroom
GerriSignfeld,Mon Aug 26 00:25:36 IST 2013,The Red Dawn remake very realistic US Army didnt exist
GerriSignfeld,Sun Aug 25 20:57:09 IST 2013,RT  I think perfectly legal walk down street Speedo flip-flops We gotta fix
GerriSignfeld,Sun Aug 25 11:01:06 IST 2013,Official - Mark Knight  Funkagenda - Man With The Red Face - JFK Club Mix 
GerriSignfeld,Sun Aug 25 10:15:20 IST 2013,So Im watching Red Dawn Im thinking WHERE THE FUCK IS THE ARMY WHY DO NORTH KOREANS HAVE CONTROL OF SPOKANE WA
GerriSignfeld,Sun Aug 25 09:04:27 IST 2013,I live music
