username,time,tweet
zouisbeloved,Fri Mar 25 20:36:03 IST 2016, frame haha didnt even use tissue day cried shirt didnt touch again
zouisbeloved,Fri Mar 25 20:29:06 IST 2016, thinking whether day lol
zouisbeloved,Fri Mar 25 19:50:16 IST 2016,cloud nine listening mind mine
zouisbeloved,Fri Mar 25 19:39:05 IST 2016,video doesnt make sense cat cute birthday five days 
zouisbeloved,Fri Mar 25 19:22:08 IST 2016,zayn talented
zouisbeloved,Fri Mar 25 19:02:19 IST 2016,AND ITS GOLDEN
zouisbeloved,Fri Mar 25 19:02:00 IST 2016,THERES A LOVE AND IT GROWS
zouisbeloved,Fri Mar 25 19:01:49 IST 2016,THE CHOICES WE MADE CHANGED THE PATH THAT WE TAKE BUT I KNOW THAT SOMEWHERE OUT THERE IS A PATH THAT WE CHOSE THERES A LIFE THAT WE SHARE
zouisbeloved,Fri Mar 25 18:41:23 IST 2016, thank
zouisbeloved,Fri Mar 25 18:20:50 IST 2016,hsur elsienred tocthe target exclusiwe mom songs  GOLDEN ZV nm  m
zouisbeloved,Fri Mar 25 18:07:06 IST 2016,omdg crying dRuNk beautifdocl
zouisbeloved,Fri Mar 25 18:06:30 IST 2016,sooo late nights red eyes
zouisbeloved,Fri Mar 25 18:04:54 IST 2016,end ill see face again 
zouisbeloved,Fri Mar 25 18:03:55 IST 2016,[thinks back second happened year ago today] brain inevitable everything thats good shut up shut
zouisbeloved,Fri Mar 25 17:55:14 IST 2016,see fonly smiling phone bc watched zayns performance   love song
zouisbeloved,Fri Mar 25 17:47:04 IST 2016,zayn giving out heart shaped pizzas fans waiting line iheart mom release party hes precious love
zouisbeloved,Fri Mar 25 17:16:53 IST 2016, zayns music far assuming youre gonna listen album
zouisbeloved,Fri Mar 25 16:51:42 IST 2016,RT  MindOfMine  yours now 📀 🎵🎶🎶   
zouisbeloved,Fri Mar 25 16:41:39 IST 2016,  soo happy cant ztress ok didnt even mean put z instead s here  enough much love
zouisbeloved,Fri Mar 25 16:40:16 IST 2016,RT  Cant head round  You lot 👌🏽 
zouisbeloved,Fri Mar 25 16:39:30 IST 2016,please come europe thats want uk europe europe europe really want see again  
zouisbeloved,Fri Mar 25 16:38:19 IST 2016, loooved love song much music another level videos nice  proud z xx
zouisbeloved,Fri Mar 25 16:37:07 IST 2016,RT   befour video 👀
zouisbeloved,Fri Mar 25 16:37:03 IST 2016, hope good time need wait video air yt something bc fell asleep before 👀 bet great tho
zouisbeloved,Fri Mar 25 16:04:03 IST 2016,anyway MIND OF MINE IS SO GOOD ITS BETTER THAN WORDS first thing woke up putting replay 👀😎
zouisbeloved,Fri Mar 25 16:03:11 IST 2016,saying zouis dead sounds even ugly quote bc zayn deleted tweet louis   listen mom  ha
zouisbeloved,Fri Mar 25 15:41:31 IST 2016,1111 zayn tours europe
zouisbeloved,Fri Mar 25 15:41:27 IST 2016,1111 zayn/louis follow
zouisbeloved,Fri Mar 25 15:41:22 IST 2016,1111 louis listens mom
zouisbeloved,Fri Mar 25 15:31:08 IST 2016,last night happen last night even real mind mine take soul now carefully looking 
zouisbeloved,Fri Mar 25 15:29:31 IST 2016,knew shouldnt gone sleep wake up lots positive stuff see amazayn zeautiful
zouisbeloved,Fri Mar 25 07:47:16 IST 2016,mind mine louis freddie zayn 1 over sixty countries listened drunk one more time before sleep ok good night 
zouisbeloved,Fri Mar 25 07:31:45 IST 2016,best night life
zouisbeloved,Fri Mar 25 07:31:27 IST 2016,think going cry happy tears everything perfect rn look beautiful louis yellow freddie 
zouisbeloved,Fri Mar 25 07:21:18 IST 2016,I LOVE ZAYN I LOVE MIND OF MINE
zouisbeloved,Fri Mar 25 07:20:33 IST 2016,RT  Update | Zayns debut album MindOfMine currently 1 sixty-five countries
zouisbeloved,Fri Mar 25 07:10:26 IST 2016, success deserve much start youre already smashing pride heart s beatin loud
zouisbeloved,Fri Mar 25 07:08:34 IST 2016, country 1 over fourty keep reading through friends reactions cant stop smiling such
zouisbeloved,Fri Mar 25 07:06:17 IST 2016,  everyone chooses listen album great mind mine isnt even out
zouisbeloved,Fri Mar 25 07:04:59 IST 2016, aw good luck sure moment come  X oh ill always youre welcome 💋
zouisbeloved,Fri Mar 25 06:58:51 IST 2016,  wish contests managed people assess true fan  genuinely deserves win something big
zouisbeloved,Fri Mar 25 06:56:15 IST 2016, ive favourite ones course hey ive seen song being fave one person incredible happy
zouisbeloved,Fri Mar 25 06:52:27 IST 2016, yeah omg saw girl rude met listening party last night here 
zouisbeloved,Fri Mar 25 06:51:11 IST 2016, didnt even know omg music blessing song amazing great way
zouisbeloved,Fri Mar 25 06:48:35 IST 2016, IM SO PROUD OF YOU ZAYN listening mind mine first time literally overwhelmed heart amouts emotions
zouisbeloved,Fri Mar 25 06:45:33 IST 2016, man imagine  idk fools really didnt think through 
