username,time,tweet
madison_murrray,Fri Mar 25 20:36:03 IST 2016,RT  I apologize being such difficult person love
madison_murrray,Fri Mar 25 20:35:20 IST 2016,I think Ive taken maybe 2 things life seriously
madison_murrray,Fri Mar 25 10:30:18 IST 2016,lord mercy rough  rowdy ways
madison_murrray,Fri Mar 25 02:45:06 IST 2016,RT  I love having windows down truck weather
madison_murrray,Fri Mar 25 02:27:43 IST 2016,excited hit legs tonight😅
madison_murrray,Fri Mar 25 02:25:58 IST 2016,RT  Youre literally perfect
madison_murrray,Fri Mar 25 01:45:40 IST 2016,five finger death punch kinda day🤘🏽
madison_murrray,Thu Mar 24 23:18:19 IST 2016,RT  Cuz I I guess🤔 
madison_murrray,Thu Mar 24 22:58:47 IST 2016,RT  Shell take beer over white wine campfire over candlelight -Brad Paisley
madison_murrray,Thu Mar 24 22:51:39 IST 2016,eating clean easy until theres candy front 🍫🍭
madison_murrray,Thu Mar 24 22:44:03 IST 2016,RT  Me I finish doing makeup someone comes near 
madison_murrray,Thu Mar 24 22:28:54 IST 2016,RT  They money cant buy happiness It best friend ❤️ NationalPuppyDay 
madison_murrray,Thu Mar 24 11:36:22 IST 2016,RT  I cant date youre morning person
madison_murrray,Thu Mar 24 10:27:02 IST 2016,Thats gaaaiinnnzzz girl😈💪🏽😂 
madison_murrray,Thu Mar 24 09:56:38 IST 2016,RT  Glad Arizona stay staying red🇺🇸
madison_murrray,Thu Mar 24 03:06:50 IST 2016, shut hell up faggot
madison_murrray,Thu Mar 24 01:22:23 IST 2016,RT  The ideas Bernie Sanders country literally go against founding fathers built country on…
madison_murrray,Thu Mar 24 01:01:31 IST 2016,SO excited blonde again💁🏼
madison_murrray,Thu Mar 24 00:28:04 IST 2016,RT  keep lurking bitch doin good
madison_murrray,Wed Mar 23 21:14:37 IST 2016,RT  Thank Arizona Trump2016WesternTuesday TrumpTrain 
madison_murrray,Wed Mar 23 21:06:58 IST 2016,RT  Fool once wont chance fool again
madison_murrray,Wed Mar 23 21:06:22 IST 2016,RT  Still drunk time ❤️
madison_murrray,Wed Mar 23 21:05:59 IST 2016,RT  well put boot ass american way 
madison_murrray,Wed Mar 23 20:45:36 IST 2016,Hilary Clinton kill man still better Trump lol
madison_murrray,Wed Mar 23 06:45:18 IST 2016,RT  ROAST FOR DINNER  
madison_murrray,Wed Mar 23 06:44:08 IST 2016,RT  Who PresidentRetweet Potato Hillary 
madison_murrray,Wed Mar 23 03:19:11 IST 2016,xo  Ugh dang maybe someday jobless lazy liberals  smoke dope day wyke her🤘🏽
madison_murrray,Wed Mar 23 03:16:47 IST 2016,RT xo murrray bitch👏🏼😂 
madison_murrray,Wed Mar 23 03:16:14 IST 2016,xo   coming girl completely dark avi ok ok🙃😂
madison_murrray,Wed Mar 23 03:15:33 IST 2016,RT xo Trump saying things everyone thinking scared out loud Come lets real h…
madison_murrray,Wed Mar 23 03:13:14 IST 2016,xo ill fight
madison_murrray,Wed Mar 23 03:12:52 IST 2016,Cant wait Kenny Chesney😍
madison_murrray,Tue Mar 22 22:52:03 IST 2016,RT hudson driving very illegal fine
madison_murrray,Tue Mar 22 22:51:28 IST 2016,RT  If I talk morning youre probably important
madison_murrray,Tue Mar 22 22:13:51 IST 2016,RT  girls always expect reply even last message wasnt replyable better think reply start new con…
madison_murrray,Tue Mar 22 22:09:00 IST 2016,RT  I wanted bad couldnt notice
madison_murrray,Tue Mar 22 21:47:00 IST 2016,RT  Dont forget vote today🇺🇸🇺🇸 AZPrimary
madison_murrray,Tue Mar 22 09:08:54 IST 2016,RT  Remember everyone house haunted 
madison_murrray,Tue Mar 22 01:14:34 IST 2016,I wait blonde again
madison_murrray,Mon Mar 21 18:49:53 IST 2016,weird wake up early work over break school go
madison_murrray,Mon Mar 21 09:57:19 IST 2016,RT  Summertime Kenny Chesney
madison_murrray,Mon Mar 21 07:47:18 IST 2016,RT  I love lake
madison_murrray,Mon Mar 21 07:08:57 IST 2016,     scout people
madison_murrray,Mon Mar 21 07:08:25 IST 2016,RT  Lake day amazing people ☀️🌵😈 
madison_murrray,Mon Mar 21 06:42:19 IST 2016,RT  Sunday funday🇺🇸🍺🌊  murrray BoNg goodrich  
madison_murrray,Mon Mar 21 06:42:11 IST 2016,RT  Sunday fun day amazing people 🎣🍑   murrray goodrich  
