username,time,tweet
sharifahdelaila,Fri Mar 25 20:36:03 IST 2016,RT 1stIove thats girl cutest thing boy
sharifahdelaila,Fri Mar 25 12:36:33 IST 2016,RT  Hipster subCULTURE people appreciate arts old stuff malais yg pakai benda mahal muka cantik 😑 yo fa…
sharifahdelaila,Mon Mar 21 17:09:24 IST 2016,RT  suck bahasa honestly best piece written 
sharifahdelaila,Sun Mar 20 17:23:25 IST 2016,RT  people fake promises
sharifahdelaila,Sun Mar 20 17:22:11 IST 2016,RT  feeeels good see
sharifahdelaila,Sun Mar 20 17:22:03 IST 2016,RT  tired think anything
sharifahdelaila,Sun Mar 20 14:05:36 IST 2016,RT  How Deep Is Your Love UltraLive HardwellUltra2016   Tune now  
sharifahdelaila,Sun Mar 20 13:56:36 IST 2016,RT FameCA dont leave anyone
sharifahdelaila,Sun Mar 20 13:50:08 IST 2016,RT  Im literally tired being nice people going out way make sure theyre okay happy treated l…
sharifahdelaila,Sun Mar 20 13:32:48 IST 2016,RT  Sometimes people dont understand
sharifahdelaila,Sun Mar 20 13:26:36 IST 2016,RT  I pray whoever reads God heals whatever hurting
sharifahdelaila,Sat Mar 19 10:51:40 IST 2016,RT  relationship goal someone motivates become better person shows potential I dont see in…
sharifahdelaila,Sat Mar 19 10:42:58 IST 2016,RT  wanted cry tears came out stare blankly space feeling heart breaks…
sharifahdelaila,Sat Mar 19 10:42:51 IST 2016,RT  annoy tell i’ll leave alone nothing sucks more being unsure whether someone en…
sharifahdelaila,Thu Mar 17 21:38:02 IST 2016,RT  Me I see 💓 
sharifahdelaila,Thu Mar 17 21:08:00 IST 2016,RT mar bro trust check single girl talking  compare herself gets really jealous a…
sharifahdelaila,Thu Mar 17 21:05:25 IST 2016,RT  interested
sharifahdelaila,Thu Mar 17 20:40:34 IST 2016,RT  see face really comforting
sharifahdelaila,Thu Mar 17 20:40:24 IST 2016,RT  dont waste time respect masa orang
sharifahdelaila,Wed Mar 16 20:18:15 IST 2016,RT  peel face
sharifahdelaila,Wed Mar 16 20:17:37 IST 2016,RT  Syed saddiq taught tht dont need afraid past/dark history bcs matters today
sharifahdelaila,Wed Mar 16 20:17:02 IST 2016,RT  picky  pick
sharifahdelaila,Wed Mar 16 19:56:46 IST 2016,RT  If I didn’t care I wouldn’t stuck around long I
sharifahdelaila,Wed Mar 16 19:55:23 IST 2016,RT  I hate anger turns tears
sharifahdelaila,Wed Mar 16 19:20:51 IST 2016,RT  I always wonder exactly feeling
sharifahdelaila,Wed Mar 16 19:17:56 IST 2016,RT  pick up Im down
sharifahdelaila,Wed Mar 16 19:17:29 IST 2016,RT  overthinksstresses out makes big deal everythingremembers serious stops caring
sharifahdelaila,Wed Mar 16 17:40:13 IST 2016,RT  Even bff talking bad behind remember
sharifahdelaila,Wed Mar 16 16:55:12 IST 2016,RT  I spent sooooooo much time guys fact dont appreciate things I efforts haih…
