username,time,tweet
KashJass,Fri Mar 25 20:36:03 IST 2016,RT  boring texter reply
KashJass,Fri Mar 25 20:35:26 IST 2016,RT  tho lol 
KashJass,Fri Mar 25 20:35:14 IST 2016,RT  chocolate 
KashJass,Fri Mar 25 20:35:03 IST 2016,Exacccctlyyyyy 
KashJass,Fri Mar 25 20:34:04 IST 2016,RT Justo I Agree 
KashJass,Fri Mar 25 20:33:55 IST 2016,RT Riaaaa migos  everyone
KashJass,Fri Mar 25 20:29:36 IST 2016,RT  BITCH PASSED OUT 😭  
KashJass,Fri Mar 25 20:29:13 IST 2016,RT riaahb dats man😛❤️ 
KashJass,Fri Mar 25 20:25:12 IST 2016,RT 07 44 gahdamn 😍👅 
KashJass,Fri Mar 25 20:22:58 IST 2016,RT BenFranklin I family ion fuck make yall think I care yall
KashJass,Fri Mar 25 20:22:17 IST 2016,RT xoxo I dont want move 😭😕😩
KashJass,Fri Mar 25 20:14:38 IST 2016,RT Elissia Beautiful Jennifer Hudson PrincessTiana 
KashJass,Fri Mar 25 19:57:26 IST 2016,RT  When friend youre getting thick 
KashJass,Fri Mar 25 19:55:28 IST 2016,RT  THE PAIN 
KashJass,Fri Mar 25 19:55:04 IST 2016,RT  Feels good black girl😜👸🏾 
KashJass,Fri Mar 25 19:54:56 IST 2016,RT  She hit first self defense 
KashJass,Fri Mar 25 19:54:28 IST 2016,RT  If ya hair laid against TheLaw 😻 cliffvmir 
KashJass,Fri Mar 25 19:41:34 IST 2016,RT igotnow Why nigga wanna thug bad 
KashJass,Fri Mar 25 18:18:49 IST 2016,  right lol I 2 songs 😂😂
KashJass,Fri Mar 25 18:18:18 IST 2016,RT  Waited time pay ss3 😴😐
KashJass,Fri Mar 25 18:17:28 IST 2016,Young thug X Slime shit 🔥🔥🤘🏾
KashJass,Fri Mar 25 18:06:19 IST 2016,RT  I hope day go fast 🙄
KashJass,Fri Mar 25 18:04:08 IST 2016,RT slay classy wit bit nasty 💅🏾😏🐱
KashJass,Fri Mar 25 18:03:48 IST 2016,RT 0gTre Im single❗️fuck wat heard
KashJass,Fri Mar 25 18:03:28 IST 2016,RT  When someone problem 😊 
KashJass,Fri Mar 25 18:03:10 IST 2016,RT  need attention😭
KashJass,Fri Mar 25 18:02:19 IST 2016,RT  Tbh I dont even feel mixtape yo 🤔 
KashJass,Fri Mar 25 05:53:21 IST 2016,RT Galore Waiiiiittttttttttt 😭 
KashJass,Fri Mar 25 05:46:25 IST 2016,RT magnificent If Talk Im supposed hear everyday 💯
KashJass,Fri Mar 25 05:45:11 IST 2016,listening jazmine sullivan gonna put ya feeling  make wanna cry lmaoooo
KashJass,Fri Mar 25 05:38:34 IST 2016,RT  sad bc isnt right now 
KashJass,Fri Mar 25 05:36:46 IST 2016,cancer nice part aint right bc rude  mean af lol otherwise ya 
KashJass,Fri Mar 25 05:33:45 IST 2016,RT  single until nigga show worth
KashJass,Fri Mar 25 05:33:10 IST 2016,RT  I remember everything
KashJass,Fri Mar 25 05:30:36 IST 2016,LMAOOOOOOO hell yea 
KashJass,Fri Mar 25 05:29:58 IST 2016,grades go up 
KashJass,Fri Mar 25 05:28:20 IST 2016,yes lol 
KashJass,Fri Mar 25 05:22:24 IST 2016,RT  Thou chase anything thy 
KashJass,Fri Mar 25 05:21:34 IST 2016,RT  whats done dark ALWAYS comes light yall remember
KashJass,Fri Mar 25 05:21:16 IST 2016,RT  Once I fwu  I stop wont fwu again lol You chance Sorrynotsorry 
KashJass,Fri Mar 25 05:20:37 IST 2016,RT  LILUZIVERT x  new track coming soon  
KashJass,Fri Mar 25 05:19:54 IST 2016,RT 1realbam I mines GEEKED over 😍
KashJass,Fri Mar 25 05:16:56 IST 2016,RT OMG Usually look hair tell Im going out Ill kill plans according hair
KashJass,Fri Mar 25 05:14:24 IST 2016,RT KrisBoi I love food nigga 
KashJass,Fri Mar 25 05:06:14 IST 2016,RT  mood
