username,time,tweet
RaeRaeCarly0,Fri Mar 25 13:38:53 IST 2016, yes queen 
RaeRaeCarly0,Fri Mar 25 12:41:44 IST 2016, fair Trump cheated wives
RaeRaeCarly0,Fri Mar 25 12:40:44 IST 2016, hehe hes creepy Im sure touch
RaeRaeCarly0,Fri Mar 25 12:39:50 IST 2016, such weird group
RaeRaeCarly0,Fri Mar 25 12:34:14 IST 2016, I dont see proof anywhere
RaeRaeCarly0,Fri Mar 25 12:28:50 IST 2016, I seeking now
RaeRaeCarly0,Fri Mar 25 12:23:07 IST 2016, news story I read
RaeRaeCarly0,Fri Mar 25 11:14:48 IST 2016, whats know winner 😇😇😇
RaeRaeCarly0,Fri Mar 25 05:07:29 IST 2016, scrolling through LGRW hashtag see score saw hat HAD compliment 
RaeRaeCarly0,Fri Mar 25 04:49:48 IST 2016, work fav stores
RaeRaeCarly0,Thu Mar 24 23:45:27 IST 2016, scale 1-10 much love day IF win lol
RaeRaeCarly0,Thu Mar 24 22:58:22 IST 2016, whole thing seems very lovely 
RaeRaeCarly0,Thu Mar 24 22:52:11 IST 2016, full game back nine
RaeRaeCarly0,Thu Mar 24 22:51:08 IST 2016, yeah lose
RaeRaeCarly0,Thu Mar 24 22:50:21 IST 2016, oh lord noo
RaeRaeCarly0,Thu Mar 24 22:47:29 IST 2016, already practicing
RaeRaeCarly0,Thu Mar 24 08:24:30 IST 2016,rianabananaa lol few contests win btw
RaeRaeCarly0,Thu Mar 24 06:38:42 IST 2016, thanks update Followed
RaeRaeCarly0,Thu Mar 24 06:30:16 IST 2016, What score
RaeRaeCarly0,Thu Mar 24 06:16:12 IST 2016,RT  Its pronounced jiff Gif ComeAtMe
RaeRaeCarly0,Thu Mar 24 05:49:37 IST 2016,heyo
RaeRaeCarly0,Wed Mar 23 23:59:18 IST 2016, Cant believe won game I bask glory
RaeRaeCarly0,Wed Mar 23 23:22:13 IST 2016, Well lose gladly keep word PuckeringUp
RaeRaeCarly0,Wed Mar 23 23:21:13 IST 2016, ready Pack lose soon
RaeRaeCarly0,Sat Mar 19 10:12:10 IST 2016,Pride Do cat
RaeRaeCarly0,Sat Mar 19 10:10:49 IST 2016,Pride yesssssssssssss
RaeRaeCarly0,Sat Mar 19 06:57:26 IST 2016,next bachelor
RaeRaeCarly0,Wed Mar 16 07:53:12 IST 2016,Wings screwed Fuck
RaeRaeCarly0,Wed Mar 16 07:51:01 IST 2016,Fuck Its flyers power play
RaeRaeCarly0,Wed Mar 16 07:50:34 IST 2016,Wings power Play
RaeRaeCarly0,Wed Mar 16 07:47:38 IST 2016,RT  TATAR 🚨🚨🚨
RaeRaeCarly0,Wed Mar 16 07:47:36 IST 2016,RT  Tats pulls RedWings within one 4-3 346 play regulation LGRW 🍎 Datsyuk🍏 Green
RaeRaeCarly0,Wed Mar 16 07:40:41 IST 2016,RT  Well go shorthanded 628 play regulation LGRW
RaeRaeCarly0,Wed Mar 16 06:51:30 IST 2016, learn dm already lol
RaeRaeCarly0,Wed Mar 16 06:43:35 IST 2016,RT  I theses moods sometimes I really dowhere I dont want see anybody MyMoodSometimes 
RaeRaeCarly0,Tue Mar 15 06:47:41 IST 2016,
RaeRaeCarly0,Tue Mar 15 06:38:53 IST 2016, haha well check obviously
RaeRaeCarly0,Tue Mar 15 06:35:43 IST 2016, well DM game slow AF
RaeRaeCarly0,Tue Mar 15 06:31:18 IST 2016, banter matched x10
RaeRaeCarly0,Tue Mar 15 06:10:20 IST 2016,yeeeeee 
RaeRaeCarly0,Tue Mar 15 06:10:09 IST 2016,RT  TeamPharrell TeamXtina both ONLY ONE SPOT LEFT VoiceBlinds
RaeRaeCarly0,Tue Mar 15 05:11:51 IST 2016,day kicked behind
RaeRaeCarly0,Mon Mar 14 09:49:27 IST 2016,goodnight twitter
RaeRaeCarly0,Mon Mar 14 09:35:01 IST 2016,I cry hard playoff streak ended
RaeRaeCarly0,Mon Mar 14 09:32:32 IST 2016,alright lost Leafs I updated everything give good vibes LGRW GOWINGSGO
RaeRaeCarly0,Mon Mar 14 09:23:11 IST 2016,summer suddenly changed StupidCarly
RaeRaeCarly0,Mon Mar 14 08:47:50 IST 2016,I dont need drive car anyways Keys
RaeRaeCarly0,Mon Mar 14 08:43:13 IST 2016,roller derby next week Nervous
RaeRaeCarly0,Mon Mar 14 08:38:09 IST 2016,Keys keys keys Where keys
RaeRaeCarly0,Mon Mar 14 08:35:51 IST 2016, followback swear trucker way worse
