username,time,tweet
OO7Vick,Tue Mar 22 22:29:05 IST 2016, came thunder went lightningThats ravi shastri yuvi hit 6 sixes 
OO7Vick,Tue Mar 22 22:21:23 IST 2016, new Zealand gonna win 7 runs myprediction
OO7Vick,Tue Mar 22 22:16:32 IST 2016, good luck machan tomorrows game I curator p guyz chaseBangalore easytochase
OO7Vick,Tue Dec 15 10:52:05 IST 2015, Dude wish good luck ICC world T20 2016D
OO7Vick,Sun Dec 13 18:36:41 IST 2015, Linkin Park Green Day  AskShane
OO7Vick,Sun Dec 13 18:36:17 IST 2015, Your favorite Indian food  AskWarne
OO7Vick,Fri Dec 04 10:08:10 IST 2015, Your Favourite Indian Dish 
OO7Vick,Fri Dec 04 10:06:49 IST 2015, Your Favourite Indian Food 
OO7Vick,Wed Jun 03 12:26:29 IST 2015, English wickets become dry slow Which spinner take side ashes 
OO7Vick,Sun Mar 15 17:51:10 IST 2015,CWC15 England won T20 world cup 2010they finalists ICC champions trophy 2013oh irony
OO7Vick,Thu Jun 26 16:25:24 IST 2014, good luck team england tour Win series make history
OO7Vick,Thu Jun 26 16:20:42 IST 2014, 39/0i think indians doing fine jobmay flat wicketBut good start good startD
OO7Vick,Thu Jun 26 16:19:26 IST 2014, wtf happened man
OO7Vick,Fri Jan 17 17:38:10 IST 2014, A unique Piece Technology combines exquisite beauty unmatched functionalityMeet Iris Pro 30 ArtMeetsSmart
OO7Vick,Thu Dec 26 21:32:28 IST 2013, tough day ahead RSAthey need restrict india under 400 somethingdo spinners play part 2nd day itself
OO7Vick,Sat Dec 21 22:42:57 IST 2013, love petsi love dogs more animalboy understand lot even though r nly having 5 senses
OO7Vick,Sat Dec 21 22:31:35 IST 2013, 1st session crucial  india need 2-3 quick wickets 
OO7Vick,Sat Dec 21 22:29:30 IST 2013, good luck tomorrowhopefully cracks dont widen up tomorrowlolD
OO7Vick,Fri Nov 22 15:49:06 IST 2013, I hope bowling clicks south africaumesh yadav play last 2 ODIs
OO7Vick,Sun Nov 17 17:45:09 IST 2013, forgotten chanderpaul10000 runs50 avgcertainly legendD
OO7Vick,Sun Nov 17 17:40:19 IST 2013, Still chanderpaulkallis even perhaps Alastair Cooklooks very good meD
OO7Vick,Thu Nov 07 19:43:40 IST 2013, ThankYouSachin  wonderful memories You shown passion iswhat commitment  cricket IS  Truly legend
OO7Vick,Thu Nov 07 19:41:49 IST 2013, Thank wonderful memories You shown passion iswhat commitment  cricket ThankYouSachin
OO7Vick,Mon Nov 04 14:37:10 IST 2013,I voted LGICCAwards come msd fans involved
OO7Vick,Fri Nov 23 11:35:01 IST 2012, Tendulkar again dismissed cheaplyis blocking way young players Rahanetiwari etc  ASKSUNNY
OO7Vick,Fri Nov 23 10:58:08 IST 2012, For past 2 yearsHarbhajan flighting turning ballhes bowling flat  Why  ASKRAVI
OO7Vick,Fri Nov 23 10:53:45 IST 2012,For past 2 yearsHarbhajan flighting turning ballhes bowling flat  Why   ASKRAVI
OO7Vick,Tue Feb 21 21:57:53 IST 2012,Hello everybody 
OO7Vick,Tue Feb 21 21:55:10 IST 2012,  indian team promote Irfan no3 position bcoz hes batting wellthey d same thing back
OO7Vick,Tue Feb 21 21:45:08 IST 2012, You Belong indian team indian team belongs uIts very very pleasing see recovering well
